x1;x2;x3;y
6,1085;7,63;10,8391;1
5,4429;4,3575;4,259;0
6,792;5,076;3,7697;0
4,6943;6,0357;9,0036;2
7,4989;6,6454;2,5729;0
0,9849;4,0301;7,2576;1
3,3173;3,5003;4,4141;0
6,5437;5,7184;7,2862;1
2,8095;1,9695;6,39;1
6,2833;4,7417;10,0932;1
2,4917;4,7681;4,3183;0
3,2371;5,9231;8,2115;1
7,3587;8,0699;8,5919;1
6,9272;-1,573;8,6337;0
8,0291;4,1721;6,0798;1
1,2623;5,6777;7,0916;0
5,6374;1,9405;7,8302;2
-0,3237;2,2925;2,0316;0
10,2778;4,6745;6,3859;2
1,7307;5,4744;6,3198;1
4,9657;-0,688;1,78;1
1,2348;3,9507;1,3879;0
4,2623;4,6306;3,3403;0
8,9773;1,836;11,4626;2
6,2872;8,5903;7,4228;2
1,6428;6,656;2,1343;0
4,8744;8,0173;5,8232;1
5,6364;4,8736;6,5655;2
1,4844;1,3562;5,0833;0
2,1565;4,685;5,262;1
7,657;10,694;7,8648;2
10,9845;6,9505;7,3682;2
2,4053;6,9309;5,4533;1
2,6827;5,5111;3,6805;1
2,536;6,4664;-0,9576;0
11,3343;8,8479;9,7116;2
9,1623;4,3108;10,5589;2
3,9547;1,8687;4,8042;0
7,022;5,8571;1,3731;1
4,3126;8,8638;8,6714;1
3,4257;3,5749;4,4757;0
8,1307;7,1865;7,9545;1
9,3093;4,3757;6,5577;2
4,5187;7,927;8,6686;1
8,084;7,6305;3,3554;1
5,2244;2,5296;1,6757;1
0,8397;8,0451;6,7309;0
3,1031;2,9879;0,6415;0
2,7788;9,1414;1,9416;2
4,4227;4,3628;4,7463;0
10,4076;9,2908;3,9714;2
8,4012;6,713;5,8817;2
6,5294;8,8167;7,4095;2
8,3223;6,132;4,9837;2
2,5951;3,7662;3,8932;0
6,0908;4,6007;5,6614;0
4,8175;3,4144;3,4991;1
6,5007;9,28;5,5975;2
3,5016;6,9357;5,0473;1
6,1627;4,9685;8,8593;2
4,5878;5,8153;3,5677;2
7,0822;7,9036;10,6917;2
3,7761;1,3065;2,3893;1
9,8327;8,0041;6,471;2
0,7124;8,6736;7,4497;2
1,5919;0,3665;3,2454;0
2,6143;6,4391;0,4199;1
4,3741;1,508;3,1406;0
6,2944;5,6754;0,343;1
3,4032;0,1416;7,8285;1
5,8826;10,5314;9,8374;2
6,616;2,8978;5,7563;0
0,4392;8,3002;8,3668;2
-1,194;3,8181;3,3226;0
3,0584;2,3706;8,6842;1
5,181;-0,2693;3,4701;0
6,8878;9,0821;7,0651;2
7,6411;7,5772;7,2168;2
4,4894;7,2882;5,5125;1
5,184;1,722;0,7766;1
7,7859;6,6528;4,2293;1
7,9433;8,5181;4,895;2
6,5753;9,6743;11,6317;2
5,0812;1,6202;4,1364;2
4,5613;7,1143;5,3213;1
2,9668;-2,685;7,1338;1
4,4863;6,5714;8,2814;2
4,2377;1,7224;0,3441;1
4,1564;-0,7941;0,8493;0
4,4776;4,353;3,3647;0
6,8412;7,9019;9,0408;2
11,0071;7,7478;6,8087;2
4,5622;-1,5235;2,2136;0
0,5435;6,1891;6,402;1
2,4485;3,4517;1,5601;1
-0,7513;7,9884;7,5234;1
1,5657;8,0908;7,6184;0
4,3902;1,0295;2,2464;0
0,574;5,4239;2,2286;1
5,2014;9,3865;3,3436;1
1,2652;4,1627;1,0705;0
3,8317;-1,2852;1,456;0
9,8035;14,4175;4,4412;2
4,365;6,3988;4,1366;0
2,1271;8,583;7,6925;2
1,4597;3,4236;1,561;1
6,0775;-1,6646;-0,0305;0
0,5784;5,7849;0,5875;0
1,3705;0,0735;2,2137;0
3,0915;2,4218;4,8246;0
10,4239;12,0308;3,2782;2
0,9189;7,363;10,9594;2
9,6197;7,9885;4,9362;2
5,3637;5,052;10,7739;1
3,8022;5,8285;5,8316;2
4,0819;8,9704;6,4779;1
9,5222;6,0047;5,4432;2
4,2131;4,526;2,8736;1
5,3371;8,3454;7,611;2
4,8607;4,0284;2,7757;0
2,5987;5,7938;5,9657;0
3,5373;5,4456;6,488;1
-0,3379;4,5162;-0,0534;0
-3,6917;1,5005;4,0403;0
5,9618;3,1216;8,0937;2
4,2518;-1,3878;0,1512;0
-0,9794;3,5631;2,7362;0
3,8179;3,5905;1,0879;0
7,3666;6,7665;8,1655;2
2,5603;6,0447;2,096;1
5,0025;7,2359;4,5498;1
8,9274;5,628;6,6705;2
3,8352;8,8698;-0,2235;0
3,4921;8,0793;6,9297;2
6,4414;8,1002;2,4345;1
1,9179;0,4596;5,5086;0
2,8188;3,4731;1,151;0
1,7175;3,6421;3,2612;0
4,2392;0,7712;0,0468;0
4,9169;4,6708;6,5561;1
2,7563;6,6147;4,9646;1
3,0797;-4,6084;1,7834;0
7,0394;7,1113;12,3144;2
-0,209;6,3371;-2,4378;0
9,6684;3,7879;5,5747;0
1,3923;7,9023;4,7268;0
4,555;5,89;6,4568;0
4,1;12,6506;1,5177;1
3,2875;4,9002;6,3982;2
11,4056;5,1969;8,6482;2
5,2824;5,4765;6,303;1
2,3556;1,8078;0,7156;0
0,5595;0,5798;3,8057;0
5,2809;6,6317;4,7837;2
7,3012;8,0136;7,6564;2
-0,3221;2,3308;8,3209;0
7,6886;7,64;7,8753;2
7,0636;7,4899;3,7687;1
4,8769;0,5021;9,2967;2
0,6709;6,471;3,5132;1
2,8364;4,4541;2,586;1
6,8656;9,263;6,2765;2
6,2773;8,724;6,5899;2
0,5453;6,1957;-2,1353;0
4,1648;2,3818;5,7645;0
8,263;5,7168;7,1196;1
4,4107;10,53;9,2461;2
8,5376;5,3336;10,0432;2
2,2613;1,2921;2,1258;0
1,4827;4,8485;6,1667;1
6,4688;3,6951;4,9921;1
5,3154;4,661;7,5558;2
5,272;0,1194;2,288;0
3,1181;4,3631;7,1911;1
6,9029;4,4838;3,743;2
-2,0615;-0,1173;5,6181;0
-4,8995;0,2495;-0,0988;0
7,0731;1,3959;1,4171;0
9,9916;1,6609;6,4738;1
4,4651;2,0763;4,3497;1
6,2554;1,0057;2,5526;0
13,8761;11,0077;6,2179;2
6,1279;6,9383;11,7299;2
11,3464;6,8289;7,9033;2
10,3932;2,3678;7,1652;2
-0,1051;2,0423;3,0012;0
0,6781;1,8479;5,6991;1
2,2353;8,7737;3,6574;1
6,3909;5,7193;3,0534;0
2,6004;6,1691;1,5074;0
4,4257;4,3983;3,5363;1
9,1816;6,6875;9,5929;2
4,071;4,3304;1,9609;0
3,1813;12,3602;7,5325;2
4,3543;-1,0936;7,8361;0
4,8962;9,5455;10,4597;2
3,5632;5,5503;-0,6605;0
8,5518;7,028;6,9832;2
0,1755;-0,4303;5,3963;0
5,4317;11,2161;5,4382;2
6,7728;11,1308;7,1742;2
3,4257;3,5301;5,7066;1
5,1849;7,0348;1,2493;1
7,3026;4,3088;0,5884;1
-0,9301;5,0987;4,9212;0
5,1821;8,383;2,4113;2
2,5548;0,4763;3,9359;0
8,6687;5,972;8,7895;2
2,2316;4,482;5,265;1
3,8735;4,8403;3,2455;1
10,4454;7,8906;7,0442;2
3,6651;2,5644;6,8691;0
9,6036;5,9668;6,0853;1
3,6469;6,165;1,1597;1
15,3729;3,3914;11,268;2
-0,512;8,8428;12,0535;1
8,8449;7,0877;5,6392;2
9,8514;8,1111;4,8873;2
3,6023;8,3836;4,2481;2
7,5173;7,405;6,9783;2
